municipio,uf,estado,regiao,populacao,renda_media_mensal,pib_anual_mil_reais,pib_per_capita_reais
Cruz dos Campos Paulista,GO,Goiás,Centro-Oeste,11396,1222.35,219654.78,19274.73
Jaboti Belo Central,PB,Paraíba,Nordeste,27373,1284.26,569183.66,20793.62
Ribeirão Alegre Central,SP,São Paulo,Sudeste,12215,1722.53,286245.74,23433.95
Cruz Alegre Colonial,PB,Paraíba,Nordeste,10379,607.26,112069.61,10797.73
Vila do Norte do Oeste,BA,Bahia,Nordeste,9376,1131.53,122748.63,13091.79
Cachoeira Belo das Palmeiras,PB,Paraíba,Nordeste,7129,691.54,55464.31,7780.1
Cachoeira Bonito,MG,Minas Gerais,Sudeste,2427,1869.66,82760.15,34099.77
Rio Preto,GO,Goiás,Centro-Oeste,34287,1381.28,784969.33,22894.08
Ipê Real da Mata,BA,Bahia,Nordeste,1950,706.77,24571.77,12600.91
Porto Grande do Oeste,AM,Amazonas,Norte,1691,702.74,22429.57,13264.09
Cruz do Vale do Campo,SP,São Paulo,Sudeste,20644,1072.77,253748.45,12291.63
Cruz Dourado do Campo,RJ,Rio de Janeiro,Sudeste,36653,2218.34,1495751.96,40808.45
Coração Azul Maior,MG,Minas Gerais,Sudeste,13046,2185.61,532373.8,40807.44
Monte do Norte Central,PE,Pernambuco,Nordeste,32617,1176.9,632761.13,19399.73
Ipê Vitória Maior,RS,Rio Grande do Sul,Sul,11247,2148.7,383201.39,34071.43
Palmeira do Norte Central,PA,Pará,Norte,5989,955.5,109410.9,18268.64
Rio Alegre,TO,Tocantins,Norte,16834,1213.7,278194.72,16525.76
Vila Verde das Palmeiras,CE,Ceará,Nordeste,4523,991.26,75916.07,16784.45
Ribeirão Verde do Campo,RS,Rio Grande do Sul,Sul,26712,2377.61,707731.35,26494.88
Rio Belo Paulista,PR,Paraná,Sul,4895,2468.97,172610.31,35262.58
Cachoeira Vitória,SE,Sergipe,Nordeste,35945,1291.52,617063.63,17166.88
Ribeirão do Vale Menor,MG,Minas Gerais,Sudeste,16358,2454.3,648636.65,39652.56
Vale Feliz do Leste,SP,São Paulo,Sudeste,5663,1996.16,214961.74,37958.99
Cachoeira Preto de Minas,PR,Paraná,Sul,11802,2462.55,382420.28,32403.01
Coração Vitória,CE,Ceará,Nordeste,10318,638.8,77996.65,7559.28
Nova Vitória Menor,PI,Piauí,Nordeste,123548,1164.89,1883785.36,15247.4
Pinheiro do Sul,MG,Minas Gerais,Sudeste,39395,1075.84,598854.3,15201.28
Cruz Redonda Maior,BA,Bahia,Nordeste,14082,939.9,176723.63,12549.61
Palmeira Verde Colonial,PR,Paraná,Sul,6200,1548.61,114480.09,18464.53
Coração do Vale das Palmeiras,MG,Minas Gerais,Sudeste,2655,1637.04,75937.55,28601.71
Alto Horizonte,GO,Goiás,Centro-Oeste,6207,997.91,107406.68,17304.12
Porto Claro,PR,Paraná,Sul,5697,1597.04,147269.84,25850.42
Aracê do Sul de Minas,SP,São Paulo,Sudeste,49209,2275.9,1213156.22,24653.14
Rio Azul Colonial,MA,Maranhão,Nordeste,3097,990.06,57651.09,18615.14
Jaboti Alegre do Campo,RS,Rio Grande do Sul,Sul,5927,2338.04,162443.39,27407.35
Ipê Alegre Maior,SP,São Paulo,Sudeste,13933,1953.7,400624.37,28753.63
Alto Belo do Oeste,MA,Maranhão,Nordeste,1867,949.82,24260.32,12994.28
Aracê Claro Maior,PR,Paraná,Sul,5644,2130.33,209613.43,37139.16
São do Norte das Palmeiras,MG,Minas Gerais,Sudeste,9202,2372.66,278272.74,30240.46
Aracê Esperança,MG,Minas Gerais,Sudeste,4776,1885.8,117311.59,24562.73
Vale Feliz,MA,Maranhão,Nordeste,25024,1089.25,458737.8,18331.91
Santo Alegre,PR,Paraná,Sul,31964,1207.11,632641.49,19792.31
Cruz Aurora do Campo,PB,Paraíba,Nordeste,46437,767.69,488840.5,10526.96
Nova Vitória Colonial,PI,Piauí,Nordeste,2758,1038.61,49939.69,18107.21
Coração Horizonte Colonial,PB,Paraíba,Nordeste,17401,1137.53,354267.17,20359.01
Bela União de Minas,RN,Rio Grande do Norte,Nordeste,930,1224.68,16150.04,17365.63
Santa Preto,SP,São Paulo,Sudeste,4357,2007.48,105465.46,24205.98
Barra Grande Colonial,RJ,Rio de Janeiro,Sudeste,4816,1449.24,102835.15,21352.81
Vila da Serra Menor,MG,Minas Gerais,Sudeste,11071,1789.22,377461.72,34094.64
Lagoa Verde Maior,TO,Tocantins,Norte,32303,1266.74,575947.92,17829.55
Nova Vista do Leste,TO,Tocantins,Norte,5290,852.2,68218.98,12895.84
Jaboti Real Colonial,MG,Minas Gerais,Sudeste,17204,1132.73,244029.35,14184.45
Monte Claro do Cerrado,RS,Rio Grande do Sul,Sul,15059,2470.5,443300.38,29437.57
Coração Preto Menor,AL,Alagoas,Nordeste,3182,1227.39,70943.47,22295.25
Ipê Branco Maior,MG,Minas Gerais,Sudeste,9149,2438.21,281344.31,30751.37
Monte Alegre Paulista,PE,Pernambuco,Nordeste,8627,618.0,68669.58,7959.84
Barra Verde Maior,PI,Piauí,Nordeste,9163,537.74,92336.85,10077.14
Boa Vitória do Leste,SC,Santa Catarina,Sul,1512,1535.99,40476.04,26769.87
Bela Novo,SP,São Paulo,Sudeste,24790,1907.72,662937.25,26742.12
Palmeira Redonda do Cerrado,PR,Paraná,Sul,15114,2130.23,517242.7,34222.75
Novo da Serra de Minas,MG,Minas Gerais,Sudeste,8964,2012.85,344416.29,38422.17
Aracê do Norte Colonial,SC,Santa Catarina,Sul,19345,1619.92,430811.65,22269.92
Novo Claro,PR,Paraná,Sul,13186,2492.73,458098.63,34741.29
Monte Branco do Oeste,RN,Rio Grande do Norte,Nordeste,5207,1285.97,84238.97,16178.02
Boa Claro do Campo,GO,Goiás,Centro-Oeste,33095,1363.57,764580.81,23102.61
Ipê Vitória,BA,Bahia,Nordeste,12300,990.92,170807.9,13886.82
Novo Alegre do Cerrado,BA,Bahia,Nordeste,31433,986.84,527002.78,16765.91
Santa Feliz,PI,Piauí,Nordeste,30746,1222.48,512683.77,16674.81
Ipê dos Campos do Campo,SP,São Paulo,Sudeste,9332,1109.97,157410.21,16867.79
Vila Grande Maior,PB,Paraíba,Nordeste,2795,1027.83,51460.73,18411.71
Campo Redonda do Campo,PE,Pernambuco,Nordeste,5803,1201.01,111476.85,19210.21
Vale Real do Oeste,GO,Goiás,Centro-Oeste,24939,1325.73,515792.15,20682.15
Santo do Vale,MG,Minas Gerais,Sudeste,6175,2268.2,253041.21,40978.33
Porto Verde das Palmeiras,SP,São Paulo,Sudeste,46628,2278.8,1450998.87,31118.62
Campo Belo da Mata,MT,Mato Grosso,Centro-Oeste,16866,2036.52,571191.59,33866.45
Coração Novo do Oeste,MG,Minas Gerais,Sudeste,18033,2086.45,601737.11,33368.66
Pinheiro Alegre,GO,Goiás,Centro-Oeste,2894,1445.77,69014.78,23847.54
Cruz Grande,MA,Maranhão,Nordeste,82133,854.56,978784.64,11917.07
Barra Grande Maior,AL,Alagoas,Nordeste,20616,1308.88,313497.87,15206.53
Porto Branco Maior,MA,Maranhão,Nordeste,7075,1058.33,143755.23,20318.76
Cachoeira Novo,BA,Bahia,Nordeste,2220,1319.69,37925.66,17083.63
Pinheiro do Norte de Minas,PB,Paraíba,Nordeste,1579,1050.41,19920.53,12615.92
Santo do Sul do Cerrado,CE,Ceará,Nordeste,11315,1228.23,194283.09,17170.4
Santo Belo do Campo,SC,Santa Catarina,Sul,38256,2286.68,1044973.89,27315.29
Vale Alegre Paulista,MG,Minas Gerais,Sudeste,11303,2251.2,480634.84,42522.77
Serra Vitória,PA,Pará,Norte,4937,639.37,56709.44,11486.62
Alto Alegre do Cerrado,SC,Santa Catarina,Sul,13701,2469.71,370571.77,27047.06
Palmeira Bonita da Mata,PI,Piauí,Nordeste,34211,846.9,463578.29,13550.56
Porto Branco Central,RS,Rio Grande do Sul,Sul,40590,2533.65,1247295.18,30729.12
Boa Alegre do Campo,MG,Minas Gerais,Sudeste,50290,1616.2,1249539.63,24846.68
Aracê da Serra das Palmeiras,CE,Ceará,Nordeste,1085,1292.86,25714.19,23699.71
Bela do Sul da Mata,MG,Minas Gerais,Sudeste,4402,1531.01,89230.74,20270.5
Palmeira Real de Minas,MG,Minas Gerais,Sudeste,2093,1908.95,55549.85,26540.78
Ribeirão Grande,BA,Bahia,Nordeste,3448,715.87,30137.23,8740.5
Serra do Vale,PR,Paraná,Sul,19554,2502.7,666737.26,34097.23
Palmeira Claro de Minas,GO,Goiás,Centro-Oeste,33248,1179.81,424558.03,12769.43
Boa Esperança Paulista,PR,Paraná,Sul,4529,2010.18,128818.42,28443.02
Alto Real Colonial,PI,Piauí,Nordeste,7847,1188.87,176429.75,22483.72
Ipê Real de Minas,SC,Santa Catarina,Sul,1703,1926.24,45802.09,26894.94
Vila Novo,SP,São Paulo,Sudeste,1446,1809.09,47826.15,33074.79
Novo Grande do Campo,RS,Rio Grande do Sul,Sul,10871,2259.69,439476.27,40426.48
Jaboti Formosa,MA,Maranhão,Nordeste,8524,1218.72,128726.28,15101.63
Ribeirão Bonito Paulista,RS,Rio Grande do Sul,Sul,34399,1585.39,639643.09,18594.82
Vale Bonito da Mata,RS,Rio Grande do Sul,Sul,68048,1828.82,2239723.05,32913.87
Santo Vista do Leste,MA,Maranhão,Nordeste,77537,672.37,846532.32,10917.79
Santo das Flores Central,PR,Paraná,Sul,4651,1549.07,97311.97,20922.81
Santo Novo do Oeste,GO,Goiás,Centro-Oeste,1496,2189.53,49738.69,33247.79
Cachoeira Verde da Mata,SP,São Paulo,Sudeste,43129,1997.39,1267030.88,29377.7
Novo do Norte Maior,RS,Rio Grande do Sul,Sul,15530,1035.92,243286.86,15665.61
Alto dos Campos Colonial,GO,Goiás,Centro-Oeste,8921,2206.62,223529.93,25056.6
Cachoeira Real,MA,Maranhão,Nordeste,89998,1031.86,1632842.93,18143.1
Jaboti Novo,GO,Goiás,Centro-Oeste,116133,1260.52,2378800.56,20483.42
Bela Vista,BA,Bahia,Nordeste,7026,786.94,95747.3,13627.57
Ribeirão Bonita,PR,Paraná,Sul,2022,2068.55,66008.67,32645.24
Coração da Serra Colonial,SP,São Paulo,Sudeste,3702,1633.84,84129.21,22725.34
Rio Branco do Leste,MG,Minas Gerais,Sudeste,23710,2035.94,695302.84,29325.3
Coração Claro da Mata,BA,Bahia,Nordeste,3927,1193.86,57398.65,14616.41
Vila Real,RS,Rio Grande do Sul,Sul,22898,2002.01,868254.03,37918.33
Aracê do Norte,BA,Bahia,Nordeste,54441,1222.57,1066761.22,19594.81
Barra União do Oeste,AL,Alagoas,Nordeste,12410,904.77,206172.37,16613.41
Cruz Preto Colonial,RS,Rio Grande do Sul,Sul,15774,1622.43,391723.66,24833.5
Vale Vitória,PR,Paraná,Sul,41842,1711.97,1088896.67,26024.01
São Alegre,PR,Paraná,Sul,47241,1757.98,1187065.31,25127.86
Bela Esperança Paulista,RJ,Rio de Janeiro,Sudeste,118416,1052.77,2341673.96,19774.98
Porto Branco do Campo,PR,Paraná,Sul,1268,1817.91,39325.43,31013.75
São Redonda,PR,Paraná,Sul,1702,1044.62,25149.94,14776.7
Coração Alegre da Mata,SE,Sergipe,Nordeste,8240,1208.86,109933.87,13341.49
Pinheiro Dourado Menor,ES,Espírito Santo,Sudeste,3953,2139.16,118185.19,29897.59
Coração Real do Cerrado,MG,Minas Gerais,Sudeste,7152,2402.12,268365.09,37523.08
Aracê da Serra Colonial,PI,Piauí,Nordeste,4090,1288.05,57578.3,14077.82
Santo Real Maior,MS,Mato Grosso do Sul,Centro-Oeste,8708,2080.03,338653.51,38889.93
Ribeirão Belo,AM,Amazonas,Norte,4158,1236.86,91532.03,22013.48
Serra Claro Menor,CE,Ceará,Nordeste,12347,557.94,87278.51,7068.8
Boa Verde do Cerrado,RS,Rio Grande do Sul,Sul,25791,2115.8,887103.17,34395.84
Serra Horizonte Maior,RS,Rio Grande do Sul,Sul,10409,1792.26,352268.09,33842.64
Pinheiro Branco da Mata,PI,Piauí,Nordeste,33215,1149.42,440651.55,13266.64
Boa Verde Central,MG,Minas Gerais,Sudeste,34281,2175.01,963529.26,28106.8
Nova Esperança do Leste,SP,São Paulo,Sudeste,4818,1565.64,142340.49,29543.48
Cachoeira Feliz Paulista,PR,Paraná,Sul,30255,1397.96,606618.91,20050.2
Jaboti Vista Colonial,SP,São Paulo,Sudeste,4424,1526.04,74394.53,16816.12
Lagoa Bonito das Palmeiras,AL,Alagoas,Nordeste,4356,1011.0,48409.04,11113.19
Santa Real da Mata,MG,Minas Gerais,Sudeste,24472,2207.8,693079.17,28321.31
Vila das Flores Colonial,CE,Ceará,Nordeste,4026,1284.52,99094.92,24613.74
Santo Novo,PR,Paraná,Sul,49318,1154.11,646045.37,13099.59
Rio Real Central,BA,Bahia,Nordeste,10823,1053.58,204779.05,18920.73
Campo Novo,RN,Rio Grande do Norte,Nordeste,3901,666.22,38795.67,9945.06
Monte Verde Maior,PE,Pernambuco,Nordeste,11299,1246.97,160846.59,14235.47
Santa Aurora do Leste,SC,Santa Catarina,Sul,56646,1508.98,1127785.83,19909.36
Ipê do Norte do Oeste,MG,Minas Gerais,Sudeste,1750,1974.75,59188.96,33822.26
Vila Claro do Leste,MG,Minas Gerais,Sudeste,84628,1467.31,1891802.92,22354.34
Nova Preto Maior,PI,Piauí,Nordeste,20849,869.59,279222.86,13392.63
Nova Novo Central,RN,Rio Grande do Norte,Nordeste,6499,823.65,86704.28,13341.17
Novo das Flores das Palmeiras,MG,Minas Gerais,Sudeste,5227,2106.74,159911.37,30593.34
Pinheiro Esperança do Cerrado,PR,Paraná,Sul,60047,1089.68,1125082.16,18736.69
Santa União Paulista,CE,Ceará,Nordeste,22383,767.48,235630.46,10527.21
Palmeira Vista Colonial,MG,Minas Gerais,Sudeste,13668,1348.31,236213.33,17282.22
Vale Grande,BA,Bahia,Nordeste,4543,1241.46,94317.28,20761.01
Porto Dourado da Mata,SE,Sergipe,Nordeste,85246,1178.3,1733068.7,20330.21
Ribeirão Azul Paulista,MG,Minas Gerais,Sudeste,9825,2467.76,265832.7,27056.76
Porto Esperança do Cerrado,RS,Rio Grande do Sul,Sul,26404,1457.63,521990.06,19769.36
Ipê Belo,GO,Goiás,Centro-Oeste,75834,2180.43,2497928.44,32939.43
Alto da Serra da Mata,MS,Mato Grosso do Sul,Centro-Oeste,28295,1719.61,592757.87,20949.21
Vila Belo Colonial,RS,Rio Grande do Sul,Sul,1787,1890.26,41019.08,22954.16
Monte dos Campos,RS,Rio Grande do Sul,Sul,6187,1315.42,115791.18,18715.24
Ribeirão Dourado do Oeste,MG,Minas Gerais,Sudeste,5358,1400.2,112238.81,20947.89
Aracê Horizonte,PE,Pernambuco,Nordeste,287066,676.93,2256242.98,7859.67
Jaboti Claro de Minas,SP,São Paulo,Sudeste,1605,2384.3,61715.29,38451.89
São Alegre das Palmeiras,PR,Paraná,Sul,23838,2343.82,885418.63,37143.16
Barra Alegre Paulista,ES,Espírito Santo,Sudeste,42013,1467.71,1083418.31,25787.69
Ipê Feliz Paulista,PA,Pará,Norte,22569,1349.74,347901.29,15415.01
Coração do Vale da Mata,SP,São Paulo,Sudeste,3775,1355.81,58736.83,15559.43
Jaboti Azul Central,BA,Bahia,Nordeste,25110,670.27,259063.7,10317.15
Bela Branco do Leste,AL,Alagoas,Nordeste,13846,703.94,125886.97,9091.94
Ribeirão Vitória do Cerrado,BA,Bahia,Nordeste,8293,1093.07,171349.01,20661.88
Monte Preto Paulista,SC,Santa Catarina,Sul,6520,1629.28,189326.99,29037.88
Ribeirão Vitória do Leste,PE,Pernambuco,Nordeste,12033,691.79,130300.92,10828.63
Aracê Redonda Maior,BA,Bahia,Nordeste,69518,1093.86,863766.62,12425.08
Monte Claro,SE,Sergipe,Nordeste,920,812.29,9454.67,10276.82
São Esperança Maior,RN,Rio Grande do Norte,Nordeste,14490,1025.5,214911.64,14831.72
Aracê da Serra de Minas,PI,Piauí,Nordeste,30746,1065.2,462607.17,15046.09
Ribeirão Azul do Oeste,SC,Santa Catarina,Sul,54551,1532.8,1467579.88,26902.9
Santa Vitória,PR,Paraná,Sul,14939,2113.97,524037.99,35078.52
São Esperança de Minas,BA,Bahia,Nordeste,18773,668.2,209824.5,11176.93
Ipê Redonda Colonial,SP,São Paulo,Sudeste,10098,1526.08,279960.97,27724.4
Campo do Norte do Cerrado,PE,Pernambuco,Nordeste,4559,942.21,46438.53,10186.12
Palmeira do Vale do Oeste,SP,São Paulo,Sudeste,27162,2392.09,1083501.97,39890.36
Bela Esperança Colonial,SP,São Paulo,Sudeste,15845,1613.81,337065.02,21272.64
Santa Vitória das Palmeiras,PR,Paraná,Sul,4218,2265.81,172827.88,40973.89
São União do Cerrado,MG,Minas Gerais,Sudeste,22262,1209.79,311967.16,14013.44
Monte Vista da Mata,RN,Rio Grande do Norte,Nordeste,978,785.2,10379.69,10613.18
Porto Novo do Leste,BA,Bahia,Nordeste,22945,1303.14,387548.83,16890.34
Santa Preto Paulista,RS,Rio Grande do Sul,Sul,12182,1154.17,247501.9,20317.02
Ribeirão Real Central,PB,Paraíba,Nordeste,3031,808.09,35787.71,11807.23
Bela Redonda Central,SP,São Paulo,Sudeste,115568,1018.11,1976472.44,17102.25
Barra Dourado Maior,SC,Santa Catarina,Sul,2674,1932.49,95397.17,35675.83
Campo Preto do Cerrado,PI,Piauí,Nordeste,56525,920.43,822014.79,14542.5
Monte Grande Maior,RN,Rio Grande do Norte,Nordeste,34719,1225.64,521383.05,15017.23
Vale Redonda,PE,Pernambuco,Nordeste,29176,1219.11,517188.8,17726.51
Lagoa Vitória do Cerrado,MG,Minas Gerais,Sudeste,17555,1812.54,584509.61,33295.9
Pinheiro Esperança Maior,RR,Roraima,Norte,6312,1018.45,79189.24,12545.82
Coração União Maior,PB,Paraíba,Nordeste,2580,1084.45,39378.91,15263.14
Santa Horizonte,GO,Goiás,Centro-Oeste,8248,1440.0,183353.72,22230.08
Palmeira Redonda,BA,Bahia,Nordeste,793,902.8,9444.39,11909.7
Alto Verde,PI,Piauí,Nordeste,1610,1124.34,21694.02,13474.55
Monte Esperança do Oeste,BA,Bahia,Nordeste,2888,701.0,31745.16,10992.09
Jaboti Claro,SC,Santa Catarina,Sul,37374,1092.95,590439.89,15798.15
Jaboti União Maior,RJ,Rio de Janeiro,Sudeste,56263,1720.44,1475633.81,26227.43
Aracê Vista Paulista,SC,Santa Catarina,Sul,7580,1459.42,179173.01,23637.6
Santo Bonito de Minas,GO,Goiás,Centro-Oeste,24165,1238.32,427062.15,17672.76
Vale Formosa de Minas,MA,Maranhão,Nordeste,77359,1110.58,1066928.21,13791.91
Ipê Verde Maior,SC,Santa Catarina,Sul,1742,2508.72,58025.11,33309.48
Pinheiro Dourado do Campo,PR,Paraná,Sul,2025,2041.57,69377.22,34260.36
Boa Vista do Cerrado,SP,São Paulo,Sudeste,154250,1786.31,5163363.46,33473.99
Jaboti Redonda das Palmeiras,RS,Rio Grande do Sul,Sul,1794,1637.36,53868.73,30027.16
Boa da Serra Central,MA,Maranhão,Nordeste,4621,761.28,56658.3,12261.05
Rio do Norte do Leste,SC,Santa Catarina,Sul,32167,2307.17,962768.4,29930.31
Monte Belo das Palmeiras,SP,São Paulo,Sudeste,13630,1077.8,227526.11,16693.04
Ipê do Norte Central,MG,Minas Gerais,Sudeste,37707,1556.32,1035525.14,27462.41
Vale da Serra das Palmeiras,PB,Paraíba,Nordeste,35554,633.84,289647.63,8146.7
Ipê do Norte do Cerrado,SC,Santa Catarina,Sul,6651,2524.7,243580.44,36623.13
Ipê Formosa do Oeste,MG,Minas Gerais,Sudeste,2382,2113.81,80641.99,33854.74
Palmeira Horizonte,RJ,Rio de Janeiro,Sudeste,7909,1220.08,124729.33,15770.56
Cachoeira Claro,SE,Sergipe,Nordeste,5776,1171.85,113648.79,19676.04
Rio do Norte Paulista,RN,Rio Grande do Norte,Nordeste,4673,909.08,76771.36,16428.71
São União Central,MT,Mato Grosso,Centro-Oeste,105880,1363.42,2128522.77,20103.16
Rio Belo,CE,Ceará,Nordeste,17732,1207.29,290845.8,16402.31
Pinheiro Claro da Mata,SP,São Paulo,Sudeste,16208,1674.56,422875.15,26090.52
Vila Claro de Minas,AL,Alagoas,Nordeste,9531,1280.91,229340.74,24062.61
Boa União do Leste,PR,Paraná,Sul,6868,1972.66,242513.52,35310.65
Bela Grande Maior,MG,Minas Gerais,Sudeste,1225,1040.62,15889.08,12970.68
Coração Esperança de Minas,ES,Espírito Santo,Sudeste,780,1978.32,17903.46,22953.15
Jaboti do Sul Menor,SP,São Paulo,Sudeste,4586,1461.01,121811.57,26561.62
Ipê da Serra de Minas,CE,Ceará,Nordeste,5514,927.4,57229.91,10379.02
Lagoa Dourado,MG,Minas Gerais,Sudeste,9599,1091.33,166653.99,17361.6
Coração Bonito Colonial,MA,Maranhão,Nordeste,8163,1028.73,133696.84,16378.4
Vale da Serra Paulista,PA,Pará,Norte,13367,1198.57,180533.7,13505.93
Serra Belo do Cerrado,SP,São Paulo,Sudeste,7947,1034.94,114323.78,14385.78
Palmeira Bonito Central,PB,Paraíba,Nordeste,56166,1174.47,1219207.66,21707.22
Vale Verde Colonial,PI,Piauí,Nordeste,2392,1289.35,42443.93,17744.12
Ipê Redonda Central,AL,Alagoas,Nordeste,32444,984.65,485292.17,14957.84
Monte Verde do Campo,SE,Sergipe,Nordeste,10851,1202.76,148925.61,13724.6
Monte Azul do Oeste,PR,Paraná,Sul,24582,1991.49,902059.87,36695.95
Boa Preto da Mata,SC,Santa Catarina,Sul,8491,1938.38,282756.46,33300.73
Alto Preto Maior,MT,Mato Grosso,Centro-Oeste,17477,1565.65,373086.46,21347.28
Pinheiro Grande de Minas,MA,Maranhão,Nordeste,19031,1284.35,461175.12,24232.84
Monte Aurora do Campo,RN,Rio Grande do Norte,Nordeste,37987,1025.4,735238.37,19355.0
Jaboti Bonita,TO,Tocantins,Norte,21430,1002.41,257273.44,12005.29
Lagoa Verde,PB,Paraíba,Nordeste,11545,986.29,140608.36,12179.16
Monte Verde do Oeste,CE,Ceará,Nordeste,14588,1285.49,311566.03,21357.69
Vale Alegre de Minas,RS,Rio Grande do Sul,Sul,2236,1362.44,50842.63,22738.21
Santo Belo Maior,SP,São Paulo,Sudeste,21885,1438.54,535693.87,24477.67
Barra Bonita Maior,MS,Mato Grosso do Sul,Centro-Oeste,16078,1784.82,499685.89,31078.86
Serra Vista,PB,Paraíba,Nordeste,58946,1142.86,971411.63,16479.69
Coração Grande das Palmeiras,SP,São Paulo,Sudeste,15212,1257.39,287825.54,18920.95
Santa das Flores de Minas,MA,Maranhão,Nordeste,4097,1042.01,65384.19,15959.04
Cruz Horizonte do Leste,PB,Paraíba,Nordeste,15108,1240.43,307214.68,20334.57
Santo dos Campos de Minas,SP,São Paulo,Sudeste,10221,1232.56,156502.19,15311.83
Ipê Feliz Central,PB,Paraíba,Nordeste,35572,1031.08,676579.52,19020.0
Porto Horizonte,PI,Piauí,Nordeste,81470,1096.21,1369438.31,16809.11
Campo Bonito do Campo,PE,Pernambuco,Nordeste,11113,788.68,113010.38,10169.21
Nova Bonita do Cerrado,BA,Bahia,Nordeste,3736,1306.83,66885.55,17902.98
Coração Horizonte Central,RS,Rio Grande do Sul,Sul,8913,2173.81,318571.44,35742.34
Ribeirão do Vale Colonial,BA,Bahia,Nordeste,81113,1232.7,1314713.51,16208.42
Cruz Vista,BA,Bahia,Nordeste,11253,558.42,110165.56,9789.88
Vila União,GO,Goiás,Centro-Oeste,7114,1544.22,134247.8,18870.93
Bela Bonito do Campo,AL,Alagoas,Nordeste,2584,1099.37,42984.09,16634.71
Campo Belo Colonial,PB,Paraíba,Nordeste,7956,834.49,85417.87,10736.28
Jaboti Belo,CE,Ceará,Nordeste,28164,841.31,327924.21,11643.38
Monte Feliz,CE,Ceará,Nordeste,85388,1132.14,1664756.93,19496.38
Vale Dourado da Mata,RS,Rio Grande do Sul,Sul,1496,1099.82,29885.76,19977.11
Santo Aurora Menor,PR,Paraná,Sul,1582,2001.5,41987.97,26541.07
Vila da Serra da Mata,RS,Rio Grande do Sul,Sul,30605,2230.16,1278119.8,41761.8
São dos Campos do Campo,PR,Paraná,Sul,12021,1371.08,255209.7,21230.32
Campo Bonita Menor,GO,Goiás,Centro-Oeste,36242,2206.61,952129.63,26271.44
Nova Aurora do Campo,RS,Rio Grande do Sul,Sul,1317,2451.03,60980.39,46302.5
Bela Vitória,BA,Bahia,Nordeste,16137,974.73,220635.15,13672.63
Vale União Menor,RJ,Rio de Janeiro,Sudeste,10484,1638.9,227238.99,21674.84
Vale Branco do Campo,BA,Bahia,Nordeste,6035,673.37,64639.38,10710.75
Coração Feliz das Palmeiras,PB,Paraíba,Nordeste,12049,1052.02,175469.67,14563.01
Santo União do Leste,RS,Rio Grande do Sul,Sul,3833,1020.94,57159.46,14912.46
São Grande Central,MG,Minas Gerais,Sudeste,11347,1332.34,243140.11,21427.7
Ipê Preto do Cerrado,SC,Santa Catarina,Sul,1835,2427.42,54508.05,29704.66
Rio do Vale,RS,Rio Grande do Sul,Sul,20519,2297.36,574936.78,28019.73
Pinheiro Esperança,BA,Bahia,Nordeste,7188,750.78,94864.79,13197.66
Cruz União das Palmeiras,PI,Piauí,Nordeste,1671,627.18,12939.44,7743.53
Palmeira Esperança do Leste,MA,Maranhão,Nordeste,6919,749.15,71471.2,10329.7
São Aurora,SP,São Paulo,Sudeste,3593,1802.86,93138.98,25922.34
Cachoeira das Flores da Mata,MG,Minas Gerais,Sudeste,5226,2267.95,192097.66,36758.07
Ribeirão Verde Menor,RJ,Rio de Janeiro,Sudeste,35720,2083.82,1144425.82,32038.8
Bela Novo de Minas,MA,Maranhão,Nordeste,24432,834.85,343212.39,14047.66
Aracê Vista do Oeste,RS,Rio Grande do Sul,Sul,3117,2405.64,114417.82,36707.67
Boa Feliz,SC,Santa Catarina,Sul,23185,1460.82,404930.25,17465.18
Bela Feliz do Leste,MG,Minas Gerais,Sudeste,8395,2251.63,240221.12,28614.78
Palmeira Novo do Campo,RS,Rio Grande do Sul,Sul,1364,1502.89,37270.25,27324.23
Aracê Claro da Mata,PB,Paraíba,Nordeste,8879,967.64,144994.21,16330.02
